user_id,item_cd,date,dow,amount
26,332200,2012-03-01,4_Thu,195
26,179048,2012-03-01,4_Thu,775
26,5292000004,2012-03-01,4_Thu,500
27,351536,2012-03-01,4_Thu,4753
27,230492,2012-03-01,4_Thu,8800
28,44756,2012-03-01,4_Thu,1239
28,44756,2012-03-01,4_Thu,1048
28,44761,2012-03-01,4_Thu,500
29,355378,2012-03-01,4_Thu,215
29,355378,2012-03-01,4_Thu,214
29,355378,2012-03-01,4_Thu,215
29,355378,2012-03-01,4_Thu,215
29,370936,2012-03-01,4_Thu,6500
30,271690,2012-03-01,4_Thu,6796
30,296516,2012-03-01,4_Thu,1110
31,140277,2012-03-01,4_Thu,9500
32,313220,2012-03-01,4_Thu,1420
32,313216,2012-03-01,4_Thu,3324
33,198416,2012-03-01,4_Thu,554
33,198414,2012-03-01,4_Thu,554
33,302435,2012-03-01,4_Thu,5238
34,312245,2012-03-01,4_Thu,700
35,1191000001,2012-03-01,4_Thu,1000
36,364104,2012-03-01,4_Thu,7600
36,364105,2012-03-01,4_Thu,6300
37,381289,2012-03-01,4_Thu,1300
37,372782,2012-03-01,4_Thu,4753
37,9192000001,2012-03-01,4_Thu,100
38,367896,2012-03-01,4_Thu,2848
39,366394,2012-03-01,4_Thu,8100
41,369358,2012-03-01,4_Thu,6900
41,116822,2012-03-01,4_Thu,13000
42,5233009950,2012-03-01,4_Thu,311
42,196192,2012-03-01,4_Thu,971
42,222344,2012-03-01,4_Thu,1164
42,184659,2012-03-01,4_Thu,156
42,347755,2012-03-01,4_Thu,2425
42,305551,2012-03-01,4_Thu,4609
42,155776,2012-03-01,4_Thu,156
42,339947,2012-03-01,4_Thu,740
43,363234,2012-03-01,4_Thu,1420
44,329392,2012-03-01,4_Thu,4800
45,351945,2012-03-01,4_Thu,1600
45,225081,2012-03-01,4_Thu,300
46,383483,2012-03-01,4_Thu,5500
47,232532,2012-03-01,4_Thu,11200
48,368311,2012-03-01,4_Thu,4900
48,368309,2012-03-01,4_Thu,5900
49,366073,2012-03-01,4_Thu,19206
50,84852,2012-03-01,4_Thu,1200
50,5292000004,2012-03-01,4_Thu,1000
51,69504,2012-03-01,4_Thu,970
52,372338,2012-03-01,4_Thu,6693
52,372338,2012-03-01,4_Thu,6692
52,372336,2012-03-01,4_Thu,5724
52,319532,2012-03-01,4_Thu,370
52,106353,2012-03-01,4_Thu,292
53,368313,2012-03-01,4_Thu,3300
54,343952,2012-03-01,4_Thu,10583
54,343953,2012-03-01,4_Thu,6103
54,288231,2012-03-01,4_Thu,4564
55,366321,2012-03-01,4_Thu,6400
55,366319,2012-03-01,4_Thu,7400
56,371340,2012-03-01,4_Thu,1455
57,63754,2012-03-01,4_Thu,1900
57,5292000003,2012-03-01,4_Thu,500
58,222468,2012-03-01,4_Thu,39575
58,313220,2012-03-01,4_Thu,1378
58,194975,2012-03-01,4_Thu,389
59,356568,2012-03-01,4_Thu,5280
59,356565,2012-03-01,4_Thu,5760
60,369178,2012-03-01,4_Thu,5500
61,241502,2012-03-01,4_Thu,7358
61,345330,2012-03-01,4_Thu,5584
62,347003,2012-03-01,4_Thu,4277
62,307334,2012-03-01,4_Thu,4753
62,307336,2012-03-01,4_Thu,3800
63,334794,2012-03-01,4_Thu,776
63,22751,2012-03-01,4_Thu,277
64,368299,2012-03-01,4_Thu,6112
64,375459,2012-03-01,4_Thu,6985
64,378135,2012-03-01,4_Thu,7770
64,375458,2012-03-01,4_Thu,9020
65,5227006804,2012-03-01,4_Thu,1222
66,5227002068,2012-03-01,4_Thu,300
66,5227002068,2012-03-01,4_Thu,300
67,351895,2012-03-01,4_Thu,11800
68,354226,2012-03-01,4_Thu,11143
69,369859,2012-03-01,4_Thu,2848
70,348790,2012-03-01,4_Thu,2350
70,364106,2012-03-01,4_Thu,6300
70,364107,2012-03-01,4_Thu,5900
71,44757,2012-03-01,4_Thu,1463
71,222977,2012-03-01,4_Thu,971
72,256396,2012-03-01,4_Thu,286
73,341402,2012-03-01,4_Thu,3300
73,341802,2012-03-01,4_Thu,3300
74,328319,2012-03-01,4_Thu,9000
75,370918,2012-03-01,4_Thu,3800
75,308676,2012-03-01,4_Thu,2250
76,22751,2012-03-01,4_Thu,277
76,22749,2012-03-01,4_Thu,277
77,345236,2012-03-01,4_Thu,2848
78,353229,2012-03-01,4_Thu,2380
78,294557,2012-03-01,4_Thu,4340
79,311598,2012-03-01,4_Thu,476
80,374965,2012-03-01,4_Thu,3500
81,363881,2012-03-01,4_Thu,1378
81,348484,2012-03-01,4_Thu,1839
81,312366,2012-03-01,4_Thu,2761
82,342747,2012-03-01,4_Thu,915
82,342747,2012-03-01,4_Thu,915
83,340387,2012-03-01,4_Thu,4800
84,318911,2012-03-01,4_Thu,943
85,375051,2012-03-01,4_Thu,3900
86,219015,2012-03-01,4_Thu,5900
87,273684,2012-03-01,4_Thu,2848
87,349942,2012-03-01,4_Thu,13000
87,5130009776,2012-03-01,4_Thu,943
88,308443,2012-03-01,4_Thu,2848
89,371016,2012-03-01,4_Thu,7000
89,371015,2012-03-01,4_Thu,8200
89,376077,2012-03-01,4_Thu,5900
89,359343,2012-03-01,4_Thu,3800
90,368673,2012-03-01,4_Thu,6900
90,368674,2012-03-01,4_Thu,5900
91,372975,2012-03-01,4_Thu,2848
91,371385,2012-03-01,4_Thu,2600
91,351630,2012-03-01,4_Thu,2730
91,294189,2012-03-01,4_Thu,952
91,294189,2012-03-01,4_Thu,952
92,367973,2012-03-01,4_Thu,3686
93,366319,2012-03-01,4_Thu,7400
93,366321,2012-03-01,4_Thu,6400
94,372790,2012-03-01,4_Thu,2600
94,373412,2012-03-01,4_Thu,2848
94,376804,2012-03-01,4_Thu,3600
94,344359,2012-03-01,4_Thu,3800
94,249374,2012-03-01,4_Thu,900
94,347477,2012-03-01,4_Thu,2848
95,334778,2012-03-01,4_Thu,4559
96,344409,2012-03-01,4_Thu,4830
97,359389,2012-03-01,4_Thu,923
98,86380,2012-03-01,4_Thu,3800
99,359344,2012-03-01,4_Thu,3800
99,346252,2012-03-01,4_Thu,952
100,5130009777,2012-03-01,4_Thu,562
101,271691,2012-03-01,4_Thu,9800
101,78531,2012-03-01,4_Thu,1420
102,185583,2012-03-01,4_Thu,923
103,346182,2012-03-01,4_Thu,2848
104,332130,2012-03-01,4_Thu,2848
104,372277,2012-03-01,4_Thu,2848
105,248352,2012-03-01,4_Thu,650
105,3110000051,2012-03-01,4_Thu,600
106,297832,2012-03-01,4_Thu,9720
107,372842,2012-03-01,4_Thu,1420
107,313846,2012-03-01,4_Thu,1896
108,5227004412,2012-03-01,4_Thu,2100
108,5292000002,2012-03-01,4_Thu,750
109,116846,2012-03-01,4_Thu,1500
110,372325,2012-03-01,4_Thu,6596
111,359157,2012-03-01,4_Thu,2450
111,352515,2012-03-01,4_Thu,3800
112,359504,2012-03-01,4_Thu,10800
113,349607,2012-03-01,4_Thu,1900
114,342740,2012-03-01,4_Thu,782
114,347268,2012-03-01,4_Thu,2361
114,345213,2012-03-01,4_Thu,790
115,44757,2012-03-01,4_Thu,11640
116,354136,2012-03-01,4_Thu,1148
116,354134,2012-03-01,4_Thu,1148
116,354136,2012-03-01,4_Thu,1149
116,354134,2012-03-01,4_Thu,1149
116,297767,2012-03-01,4_Thu,3789
117,371384,2012-03-01,4_Thu,2848
118,365028,2012-03-01,4_Thu,3879
118,96634,2012-03-01,4_Thu,370
118,260617,2012-03-01,4_Thu,3686
118,138060,2012-03-01,4_Thu,923
118,326945,2012-03-01,4_Thu,1840
119,5233001411,2012-03-01,4_Thu,1000
119,204476,2012-03-01,4_Thu,1300
119,204476,2012-03-01,4_Thu,1300
120,336671,2012-03-01,4_Thu,49286
120,281288,2012-03-01,4_Thu,16429
121,234140,2012-03-01,4_Thu,1455
122,313220,2012-03-01,4_Thu,1420
123,353507,2012-03-01,4_Thu,1896
123,353508,2012-03-01,4_Thu,1896
124,379904,2012-03-01,4_Thu,1700
124,85707,2012-03-01,4_Thu,300
124,5130009773,2012-03-01,4_Thu,943
125,268988,2012-03-01,4_Thu,16181
125,177999,2012-03-01,4_Thu,3000
126,306828,2012-03-01,4_Thu,1192
127,375106,2012-03-01,4_Thu,1900
127,369308,2012-03-01,4_Thu,5310
128,198388,2012-03-01,4_Thu,758
128,259984,2012-03-01,4_Thu,758
129,241528,2012-03-01,4_Thu,5500
130,326221,2012-03-01,4_Thu,4753
131,3110000089,2012-03-01,4_Thu,372
132,370936,2012-03-01,4_Thu,6500
133,5233903548,2012-03-01,4_Thu,910
133,362957,2012-03-01,4_Thu,31472
134,260133,2012-03-01,4_Thu,700
134,306513,2012-03-01,4_Thu,19586
135,5233903548,2012-03-01,4_Thu,910
135,362957,2012-03-01,4_Thu,31472
136,5233905295,2012-03-01,4_Thu,800
137,5292000004,2012-03-01,4_Thu,500
138,310596,2012-03-01,4_Thu,4171
139,184659,2012-03-01,4_Thu,156
139,339947,2012-03-01,4_Thu,739
139,310312,2012-03-01,4_Thu,1839
140,49904,2012-03-01,4_Thu,1600
141,171545,2012-03-01,4_Thu,4074
141,346181,2012-03-01,4_Thu,2763
142,368346,2012-03-01,4_Thu,3600
142,374402,2012-03-01,4_Thu,4753
142,374400,2012-03-01,4_Thu,3800
142,348790,2012-03-01,4_Thu,2350
143,359146,2012-03-01,4_Thu,2880
143,356582,2012-03-01,4_Thu,2128
143,309848,2012-03-01,4_Thu,3040
144,93444,2012-03-01,4_Thu,1991
145,356042,2012-03-01,4_Thu,2762
145,356046,2012-03-01,4_Thu,2762
146,192694,2012-03-01,4_Thu,8633
146,192693,2012-03-01,4_Thu,9603
146,353195,2012-03-01,4_Thu,6402
146,294557,2012-03-01,4_Thu,4211
147,340384,2012-03-01,4_Thu,4800
148,273104,2012-03-01,4_Thu,800
149,274880,2012-03-01,4_Thu,2848
149,317653,2012-03-01,4_Thu,2848
150,5130009773,2012-03-01,4_Thu,943
150,376885,2012-03-01,4_Thu,1000
151,320756,2012-03-01,4_Thu,2600
151,312404,2012-03-01,4_Thu,952
152,96635,2012-03-01,4_Thu,739
152,267455,2012-03-01,4_Thu,924
152,96634,2012-03-01,4_Thu,370
152,138061,2012-03-01,4_Thu,739
152,351719,2012-03-01,4_Thu,9214
153,308596,2012-03-01,4_Thu,2116
154,362416,2012-03-01,4_Thu,10467
154,307938,2012-03-01,4_Thu,10800
154,364088,2012-03-01,4_Thu,5129
154,53694,2012-03-01,4_Thu,1800
154,5130009758,2012-03-01,4_Thu,1229
154,53694,2012-03-01,4_Thu,1800
154,5130009758,2012-03-01,4_Thu,1229
154,364089,2012-03-01,4_Thu,4386
155,351543,2012-03-01,4_Thu,6930
156,222723,2012-03-01,4_Thu,1896
157,374963,2012-03-01,4_Thu,3800
157,312316,2012-03-01,4_Thu,952
157,344478,2012-03-01,4_Thu,6120
158,359352,2012-03-01,4_Thu,1377
159,370902,2012-03-01,4_Thu,952
160,44757,2012-03-01,4_Thu,2581
160,44757,2012-03-01,4_Thu,959
160,44757,2012-03-01,4_Thu,1833
160,44757,2012-03-01,4_Thu,1915
161,384902,2012-03-01,4_Thu,32300
162,347172,2012-03-01,4_Thu,3200
162,348525,2012-03-01,4_Thu,1840
163,318911,2012-03-01,4_Thu,943
163,318911,2012-03-01,4_Thu,943
163,318911,2012-03-01,4_Thu,943
164,324202,2012-03-01,4_Thu,6658
165,9192000001,2012-03-01,4_Thu,98
165,373035,2012-03-01,4_Thu,3686
166,329447,2012-03-01,4_Thu,1500
167,314350,2012-03-01,4_Thu,2279
167,371561,2012-03-01,4_Thu,3802
167,294189,2012-03-01,4_Thu,952
167,352428,2012-03-01,4_Thu,1896
167,353512,2012-03-01,4_Thu,1896
167,372975,2012-03-01,4_Thu,2848
168,221008,2012-03-01,4_Thu,851
168,44757,2012-03-01,4_Thu,500
168,83305,2012-03-01,4_Thu,1000
169,85706,2012-03-01,4_Thu,320
169,85708,2012-03-01,4_Thu,571
169,85706,2012-03-01,4_Thu,320
170,322209,2012-03-01,4_Thu,1193
170,352526,2012-03-01,4_Thu,3685
171,266877,2012-03-01,4_Thu,2600
171,353216,2012-03-01,4_Thu,7600
171,281378,2012-03-01,4_Thu,190
171,337764,2012-03-01,4_Thu,219
171,354044,2012-03-01,4_Thu,13000
171,337764,2012-03-01,4_Thu,219
171,281378,2012-03-01,4_Thu,190
171,344525,2012-03-01,4_Thu,3800
172,356043,2012-03-01,4_Thu,1520
172,316059,2012-03-01,4_Thu,1000
172,374907,2012-03-01,4_Thu,2500
172,356042,2012-03-01,4_Thu,2281
173,34414,2012-03-01,4_Thu,2968
173,34414,2012-03-01,4_Thu,2968
173,34414,2012-03-01,4_Thu,2969
174,337849,2012-03-01,4_Thu,1420
174,346284,2012-03-01,4_Thu,5810
174,332514,2012-03-01,4_Thu,952
175,374158,2012-03-01,4_Thu,4410
176,373132,2012-03-01,4_Thu,3800
176,159477,2012-03-01,4_Thu,1324
177,343297,2012-03-01,4_Thu,952
177,343297,2012-03-01,4_Thu,952
178,86378,2012-03-01,4_Thu,3800
179,318012,2012-03-01,4_Thu,1100
179,317795,2012-03-01,4_Thu,880
180,354965,2012-03-01,4_Thu,760
180,374196,2012-03-01,4_Thu,2276
180,261241,2012-03-01,4_Thu,1515
180,360880,2012-03-01,4_Thu,21731
180,359146,2012-03-01,4_Thu,2878
180,359146,2012-03-01,4_Thu,2878
180,348747,2012-03-01,4_Thu,5871
181,355029,2012-03-01,4_Thu,2300
182,317691,2012-03-01,4_Thu,7610
183,362404,2012-03-01,4_Thu,11700
183,290449,2012-03-01,4_Thu,2848
184,5232006325,2012-03-01,4_Thu,941
184,5232905244,2012-03-01,4_Thu,10
184,44767,2012-03-01,4_Thu,500
186,371823,2012-03-01,4_Thu,5063
186,198375,2012-03-01,4_Thu,3638
186,372322,2012-03-01,4_Thu,3105
186,371746,2012-03-01,4_Thu,4888
187,349620,2012-03-01,4_Thu,1700
187,368337,2012-03-01,4_Thu,4300
188,317766,2012-03-01,4_Thu,535
188,265356,2012-03-01,4_Thu,2300
190,1313002159,2012-03-01,4_Thu,793
190,357273,2012-03-01,4_Thu,1705
191,365025,2012-03-01,4_Thu,2200
192,311348,2012-03-01,4_Thu,1839
192,311346,2012-03-01,4_Thu,1839
193,315675,2012-03-01,4_Thu,5534
194,307335,2012-03-01,4_Thu,4753
194,307337,2012-03-01,4_Thu,3800
195,344359,2012-03-01,4_Thu,3800
196,60015,2012-03-01,4_Thu,700
197,212667,2012-03-01,4_Thu,1229
199,212667,2012-03-01,4_Thu,1229
200,305449,2012-03-01,4_Thu,6658
201,377224,2012-03-01,4_Thu,4976
201,377225,2012-03-01,4_Thu,4255
201,344434,2012-03-01,4_Thu,5722
202,258172,2012-03-01,4_Thu,601
202,258174,2012-03-01,4_Thu,970
202,258172,2012-03-01,4_Thu,601
202,120370,2012-03-01,4_Thu,1376
12492,316068,2012-03-02,5_Fri,824
12493,307337,2012-03-02,5_Fri,3800
12493,307335,2012-03-02,5_Fri,4753
12493,319292,2012-03-02,5_Fri,2848
12494,366960,2012-03-02,5_Fri,6900
12494,366318,2012-03-02,5_Fri,7400
12494,366320,2012-03-02,5_Fri,6400
12494,366959,2012-03-02,5_Fri,7900
12495,359347,2012-03-02,5_Fri,1840
12495,348788,2012-03-02,5_Fri,3055
12496,375111,2012-03-02,5_Fri,952
12496,312316,2012-03-02,5_Fri,952
12496,375111,2012-03-02,5_Fri,952
12497,307306,2012-03-02,5_Fri,830
12497,250434,2012-03-02,5_Fri,309
12497,5130008929,2012-03-02,5_Fri,1260
12497,250434,2012-03-02,5_Fri,309
12497,250434,2012-03-02,5_Fri,309
12498,116821,2012-03-02,5_Fri,13000
12498,377224,2012-03-02,5_Fri,5129
12498,377225,2012-03-02,5_Fri,4386
12498,9192000001,2012-03-02,5_Fri,151
12498,116826,2012-03-02,5_Fri,13000
12499,374297,2012-03-02,5_Fri,5129
12499,374298,2012-03-02,5_Fri,4386
12500,307308,2012-03-02,5_Fri,858
12500,259774,2012-03-02,5_Fri,284
12501,339325,2012-03-02,5_Fri,8900
12502,260225,2012-03-02,5_Fri,2300
12503,33555,2012-03-02,5_Fri,2300
12504,362444,2012-03-02,5_Fri,10000
12505,326945,2012-03-02,5_Fri,1896
12506,361507,2012-03-02,5_Fri,1420
12507,370138,2012-03-02,5_Fri,5705
12507,258565,2012-03-02,5_Fri,1229
12508,305050,2012-03-02,5_Fri,2848
12508,34414,2012-03-02,5_Fri,3060
12508,371817,2012-03-02,5_Fri,3420
12508,118758,2012-03-02,5_Fri,3060
12508,369246,2012-03-02,5_Fri,6210
12509,258160,2012-03-02,5_Fri,486
12509,317763,2012-03-02,5_Fri,581
12510,328790,2012-03-02,5_Fri,1800
12510,328790,2012-03-02,5_Fri,1800
12511,5230903797,2012-03-02,5_Fri,1165
12511,380272,2012-03-02,5_Fri,10911
12512,249925,2012-03-02,5_Fri,2372
12512,195435,2012-03-02,5_Fri,761
12512,310311,2012-03-02,5_Fri,2372
12513,346847,2012-03-02,5_Fri,6790
12514,370275,2012-03-02,5_Fri,3687
12514,253831,2012-03-02,5_Fri,4753
12514,344412,2012-03-02,5_Fri,5771
12515,5227001864,2012-03-02,5_Fri,1000
12516,5233903124,2012-03-02,5_Fri,500
12517,323783,2012-03-02,5_Fri,2848
12518,376882,2012-03-02,5_Fri,952
12518,370900,2012-03-02,5_Fri,952
12518,370900,2012-03-02,5_Fri,952
12518,376882,2012-03-02,5_Fri,952
12518,376882,2012-03-02,5_Fri,952
12518,368057,2012-03-02,5_Fri,5300
12519,138060,2012-03-02,5_Fri,952
12520,260133,2012-03-02,5_Fri,1000
12520,72397,2012-03-02,5_Fri,851
12520,72397,2012-03-02,5_Fri,851
12520,264202,2012-03-02,5_Fri,1000
12521,315115,2012-03-02,5_Fri,1746
12522,344890,2012-03-02,5_Fri,5705
12523,108206,2012-03-02,5_Fri,700
12523,284201,2012-03-02,5_Fri,2000
12523,150023,2012-03-02,5_Fri,280
12524,369857,2012-03-02,5_Fri,2848
12525,304035,2012-03-02,5_Fri,2554
12525,9196000001,2012-03-02,5_Fri,451
12526,307693,2012-03-02,5_Fri,1900
12527,357148,2012-03-02,5_Fri,12000
12528,258563,2012-03-02,5_Fri,1192
12529,156549,2012-03-02,5_Fri,350
12530,355376,2012-03-02,5_Fri,214
12530,355376,2012-03-02,5_Fri,215
12530,355377,2012-03-02,5_Fri,215
12530,355376,2012-03-02,5_Fri,215
12531,327507,2012-03-02,5_Fri,1900
12532,273137,2012-03-02,5_Fri,1810
12533,256169,2012-03-02,5_Fri,7600
12534,354045,2012-03-02,5_Fri,3800
12534,344517,2012-03-02,5_Fri,2600
12534,354048,2012-03-02,5_Fri,2848
12535,346836,2012-03-02,5_Fri,1839
12536,313434,2012-03-02,5_Fri,970
12537,323741,2012-03-02,5_Fri,500
12537,323741,2012-03-02,5_Fri,500
12537,312019,2012-03-02,5_Fri,3800
12537,312019,2012-03-02,5_Fri,3800
12538,241594,2012-03-02,5_Fri,7900
12538,241595,2012-03-02,5_Fri,7900
12539,381659,2012-03-02,5_Fri,2500
12540,235280,2012-03-02,5_Fri,1573
12540,363545,2012-03-02,5_Fri,101
12541,10208,2012-03-02,5_Fri,983
12541,10208,2012-03-02,5_Fri,983
12541,10208,2012-03-02,5_Fri,983
12542,366423,2012-03-02,5_Fri,477
12542,355409,2012-03-02,5_Fri,285
12542,298048,2012-03-02,5_Fri,571
12542,355400,2012-03-02,5_Fri,285
12542,355399,2012-03-02,5_Fri,285
12542,366423,2012-03-02,5_Fri,476
12542,342752,2012-03-02,5_Fri,943
12543,155782,2012-03-02,5_Fri,90
12543,5130009756,2012-03-02,5_Fri,280
12543,348514,2012-03-02,5_Fri,3300
12543,373389,2012-03-02,5_Fri,4824
12543,5130009756,2012-03-02,5_Fri,280
12543,352011,2012-03-02,5_Fri,852
12543,259987,2012-03-02,5_Fri,852
12544,12262,2012-03-02,5_Fri,952
12545,215357,2012-03-02,5_Fri,1700
12545,366375,2012-03-02,5_Fri,2000
12546,298048,2012-03-02,5_Fri,477
12546,298048,2012-03-02,5_Fri,476
12546,376896,2012-03-02,5_Fri,500
12546,260133,2012-03-02,5_Fri,1000
12546,196192,2012-03-02,5_Fri,1000
12547,368064,2012-03-02,5_Fri,2848
12547,373359,2012-03-02,5_Fri,2600
12547,348483,2012-03-02,5_Fri,1420
12547,372783,2012-03-02,5_Fri,1900
12548,368063,2012-03-02,5_Fri,2848
12548,368063,2012-03-02,5_Fri,2848
12548,368052,2012-03-02,5_Fri,3800
12549,268386,2012-03-02,5_Fri,4200
12549,9192000001,2012-03-02,5_Fri,100
12550,313542,2012-03-02,5_Fri,280
12551,344800,2012-03-02,5_Fri,1896
12552,334057,2012-03-02,5_Fri,420
12553,344806,2012-03-02,5_Fri,5900
12553,370215,2012-03-02,5_Fri,9500
12553,359717,2012-03-02,5_Fri,7610
12553,372783,2012-03-02,5_Fri,1900
12553,344806,2012-03-02,5_Fri,5900
12554,369322,2012-03-02,5_Fri,24000
12554,177997,2012-03-02,5_Fri,2300
12555,5232006102,2012-03-02,5_Fri,1261
12556,341125,2012-03-02,5_Fri,3990
12557,334794,2012-03-02,5_Fri,800
12557,60018,2012-03-02,5_Fri,1300
12558,368337,2012-03-02,5_Fri,4300
12559,364096,2012-03-02,5_Fri,6300
12560,354049,2012-03-02,5_Fri,2848
12560,307679,2012-03-02,5_Fri,7650
12560,354047,2012-03-02,5_Fri,3800
12561,192843,2012-03-02,5_Fri,5696
12562,348706,2012-03-02,5_Fri,6658
12562,364367,2012-03-02,5_Fri,5900
12562,347326,2012-03-02,5_Fri,1896
12563,118754,2012-03-02,5_Fri,3324
12563,299818,2012-03-02,5_Fri,100
12564,369361,2012-03-02,5_Fri,6900
12564,369358,2012-03-02,5_Fri,6900
12564,369359,2012-03-02,5_Fri,5900
12564,369362,2012-03-02,5_Fri,5900
12565,96634,2012-03-02,5_Fri,380
12565,138060,2012-03-02,5_Fri,952
12566,354064,2012-03-02,5_Fri,4000
12566,383274,2012-03-02,5_Fri,4000
12567,118756,2012-03-02,5_Fri,2761
12567,258174,2012-03-02,5_Fri,971
12568,308443,2012-03-02,5_Fri,2848
12568,308444,2012-03-02,5_Fri,2848
12569,307308,2012-03-02,5_Fri,858
12570,244136,2012-03-02,5_Fri,3686
12571,326431,2012-03-02,5_Fri,189
12571,259773,2012-03-02,5_Fri,189
12571,259773,2012-03-02,5_Fri,189
12571,22745,2012-03-02,5_Fri,380
12572,376385,2012-03-02,5_Fri,9500
12572,315121,2012-03-02,5_Fri,1700
12573,342757,2012-03-02,5_Fri,666
12574,179991,2012-03-02,5_Fri,1350
12575,305552,2012-03-02,5_Fri,4753
12576,318012,2012-03-02,5_Fri,1067
12577,329197,2012-03-02,5_Fri,1896
12578,281549,2012-03-02,5_Fri,73
12579,367531,2012-03-02,5_Fri,520
12580,366962,2012-03-02,5_Fri,5900
12580,366961,2012-03-02,5_Fri,6900
12581,283998,2012-03-02,5_Fri,476
12581,318011,2012-03-02,5_Fri,1500
12582,290965,2012-03-02,5_Fri,1000
12583,19819,2012-03-02,5_Fri,1455
12583,21077,2012-03-02,5_Fri,971
12584,372843,2012-03-02,5_Fri,2848
12584,285228,2012-03-02,5_Fri,1896
12584,372843,2012-03-02,5_Fri,2848
12584,371534,2012-03-02,5_Fri,1896
12585,346277,2012-03-02,5_Fri,923
12585,345215,2012-03-02,5_Fri,923
12586,313247,2012-03-02,5_Fri,191
12587,5232000066,2012-03-02,5_Fri,195
12587,5232006325,2012-03-02,5_Fri,921
12587,44767,2012-03-02,5_Fri,486
12587,196191,2012-03-02,5_Fri,970
12588,317691,2012-03-02,5_Fri,7610
12589,351639,2012-03-02,5_Fri,952
12589,307957,2012-03-02,5_Fri,952
12590,122381,2012-03-02,5_Fri,700
12591,368062,2012-03-02,5_Fri,3300
12591,355589,2012-03-02,5_Fri,4753
12591,344814,2012-03-02,5_Fri,2848
12591,373570,2012-03-02,5_Fri,4300
12591,368348,2012-03-02,5_Fri,3600
12591,375432,2012-03-02,5_Fri,4753
12592,376897,2012-03-02,5_Fri,5529
12593,118816,2012-03-02,5_Fri,826
12593,118816,2012-03-02,5_Fri,826
12593,305553,2012-03-02,5_Fri,4608
12594,308410,2012-03-02,5_Fri,952
12594,348804,2012-03-02,5_Fri,1896
12594,308396,2012-03-02,5_Fri,1896
12595,372790,2012-03-02,5_Fri,2600
12595,267455,2012-03-02,5_Fri,953
12596,184659,2012-03-02,5_Fri,160
12596,347118,2012-03-02,5_Fri,3800
12596,348677,2012-03-02,5_Fri,1896
12596,62014,2012-03-02,5_Fri,1400
12597,381945,2012-03-02,5_Fri,8900
12597,381948,2012-03-02,5_Fri,7900
12598,5130007576,2012-03-02,5_Fri,1224
12598,344574,2012-03-02,5_Fri,681
12599,3109005385,2012-03-02,5_Fri,1200
12600,376262,2012-03-02,5_Fri,3356
12600,376261,2012-03-02,5_Fri,4026
12601,118754,2012-03-02,5_Fri,3224
12602,375771,2012-03-02,5_Fri,25600
12603,354020,2012-03-02,5_Fri,6230
12604,377225,2012-03-02,5_Fri,4386
12604,377224,2012-03-02,5_Fri,5129
12606,357502,2012-03-02,5_Fri,1620
12606,297372,2012-03-02,5_Fri,4277
12606,353092,2012-03-02,5_Fri,858
12606,342737,2012-03-02,5_Fri,849
12606,355231,2012-03-02,5_Fri,5310
12606,366233,2012-03-02,5_Fri,1278
12606,349335,2012-03-02,5_Fri,4278
12607,372969,2012-03-02,5_Fri,4900
12607,372967,2012-03-02,5_Fri,3800
12607,325628,2012-03-02,5_Fri,3324
12607,372968,2012-03-02,5_Fri,4600
12608,367677,2012-03-02,5_Fri,4230
12608,366334,2012-03-02,5_Fri,5300
12608,374485,2012-03-02,5_Fri,2848
